,8_n,8_p,8_l,9_n,9_p,9_l
283,CCNB1,1.2841267070602538e-20,3.3904727,CCNB1,1.2841267070602538e-20,-3.3904727
284,HJURP,1.5016136091510092e-20,5.1223097,HJURP,1.5016136091510092e-20,-5.1223097
285,NUCB2,1.5260268625291107e-20,2.968111,NUCB2,1.5260268625291107e-20,-2.968111
286,EBP,1.7928023858228377e-20,2.3805847,EBP,1.7928023858228377e-20,-2.3805847
287,EXOSC8,1.810648504016903e-20,2.164642,EXOSC8,1.810648504016903e-20,-2.164642
288,PKM,1.8309354027880878e-20,1.4425731,PKM,1.8309354027880878e-20,-1.4425731
289,TMSB10,1.8309354027880878e-20,1.2336199,TMSB10,1.8309354027880878e-20,-1.2336199
290,MED30,2.1582915361611582e-20,1.8827585,MED30,2.1582915361611582e-20,-1.8827585
291,NDUFB4,2.3706740525999535e-20,1.471359,NDUFB4,2.3706740525999535e-20,-1.471359
292,HMGA1,2.4661628330958757e-20,1.4442956,HMGA1,2.4661628330958757e-20,-1.4442956
293,CKAP2,2.934250632034431e-20,2.9810326,CKAP2,2.934250632034431e-20,-2.9810326
294,ACOT7,3.055907365906482e-20,4.7313523,ACOT7,3.055907365906482e-20,-4.7313523
295,PLK1,3.999621208629144e-20,5.351424,PLK1,3.999621208629144e-20,-5.351424
296,CEP55,4.283985718103057e-20,5.2911167,CEP55,4.283985718103057e-20,-5.2911167
297,HDGF,4.460822227536589e-20,2.6453266,HDGF,4.460822227536589e-20,-2.6453266
298,MEA1,4.9140084948219556e-20,1.8532461,MEA1,4.9140084948219556e-20,-1.8532461
299,C12ORF57,5.1227894571524215e-20,1.6037221,C12ORF57,5.1227894571524215e-20,-1.6037221
300,TMEM258,5.465855360477546e-20,1.366471,TMEM258,5.465855360477546e-20,-1.366471
301,PRDX3,5.560206281675768e-20,1.5119617,PRDX3,5.560206281675768e-20,-1.5119617
302,TMEM14C,5.917728208233143e-20,1.7029651,TMEM14C,5.917728208233143e-20,-1.7029651
303,TECR,7.598812868940776e-20,1.7013979,TECR,7.598812868940776e-20,-1.7013979
304,HIST2H2AC,8.244573403243298e-20,4.3462605,HIST2H2AC,8.244573403243298e-20,-4.3462605
305,ANAPC15,8.478526570758557e-20,1.7295848,ANAPC15,8.478526570758557e-20,-1.7295848
306,VPREB3,8.655654236191397e-20,-1.4724505,VPREB3,8.655654236191397e-20,1.4724505
307,BARD1,8.890316793921726e-20,2.30648,BARD1,8.890316793921726e-20,-2.30648
308,ACYP1,9.242909828945795e-20,2.3777547,ACYP1,9.242909828945795e-20,-2.3777547
309,PSIP1,1.116978842803609e-19,1.4486343,PSIP1,1.116978842803609e-19,-1.4486343
310,SNRPF,1.207063752424799e-19,1.3665503,SNRPF,1.207063752424799e-19,-1.3665503
311,FAM111A,1.2366607218833117e-19,2.3977113,FAM111A,1.2366607218833117e-19,-2.3977113
312,C9ORF142,1.2808544190893144e-19,2.5115213,C9ORF142,1.2808544190893144e-19,-2.5115213
313,VRK1,1.2995947421700194e-19,1.9952239,VRK1,1.2995947421700194e-19,-1.9952239
314,RBBP7,1.4631349179269463e-19,1.4821731,RBBP7,1.4631349179269463e-19,-1.4821731
315,TXNL4A,1.4845084460125643e-19,1.5419625,TXNL4A,1.4845084460125643e-19,-1.5419625
316,MRPL22,1.6252591658708736e-19,1.7753167,MRPL22,1.6252591658708736e-19,-1.7753167
317,SMS,1.9103160852872405e-19,1.5071054,SMS,1.9103160852872405e-19,-1.5071054
318,CTCF,1.971093343900505e-19,2.1046453,CTCF,1.971093343900505e-19,-2.1046453
319,PAFAH1B3,2.1111017827509768e-19,2.088006,PAFAH1B3,2.1111017827509768e-19,-2.088006
320,HINT2,2.1263992436077057e-19,1.4903535,HINT2,2.1263992436077057e-19,-1.4903535
321,ARL6IP6,2.1315226969074854e-19,2.3148038,ARL6IP6,2.1315226969074854e-19,-2.3148038
322,SMC3,2.180807922794611e-19,1.4394724,SMC3,2.180807922794611e-19,-1.4394724
323,TXNDC17,2.447574333908696e-19,1.4895365,TXNDC17,2.447574333908696e-19,-1.4895365
324,CYC1,2.4534617526631195e-19,1.5468231,CYC1,2.4534617526631195e-19,-1.5468231
325,UBALD2,2.9941759444038036e-19,2.383066,UBALD2,2.9941759444038036e-19,-2.383066
326,STOML2,3.122399997366676e-19,1.5356379,STOML2,3.122399997366676e-19,-1.5356379
327,RFC2,3.267761448919654e-19,2.411115,RFC2,3.267761448919654e-19,-2.411115
328,SSNA1,3.5278407417682123e-19,1.4901447,SSNA1,3.5278407417682123e-19,-1.4901447
329,PSMB8,3.6218840905921045e-19,1.4144667,PSMB8,3.6218840905921045e-19,-1.4144667
330,MRPL18,3.754127723489926e-19,1.522109,MRPL18,3.754127723489926e-19,-1.522109
331,CDC25B,3.8083509036152814e-19,4.6848626,CDC25B,3.8083509036152814e-19,-4.6848626
332,LSM2,3.8174630186611415e-19,1.4115046,LSM2,3.8174630186611415e-19,-1.4115046
333,GSTP1,4.20015712794157e-19,1.3880682,GSTP1,4.20015712794157e-19,-1.3880682
334,DBF4,4.485001814450723e-19,2.4085212,DBF4,4.485001814450723e-19,-2.4085212
335,ATPIF1,4.620706286814866e-19,1.345013,ATPIF1,4.620706286814866e-19,-1.345013
336,HELLS,5.381673081309052e-19,2.0626311,HELLS,5.381673081309052e-19,-2.0626311
337,NAA10,5.691118784010715e-19,1.6024952,NAA10,5.691118784010715e-19,-1.6024952
338,PLP2,6.455009860664581e-19,2.9601524,PLP2,6.455009860664581e-19,-2.9601524
339,RNPS1,6.890416698767219e-19,1.3639649,RNPS1,6.890416698767219e-19,-1.3639649
340,HNRNPR,6.906784691248382e-19,1.4699495,HNRNPR,6.906784691248382e-19,-1.4699495
341,NONO,7.693587216734909e-19,1.398875,NONO,7.693587216734909e-19,-1.398875
342,NAA38,9.474796248370466e-19,1.4003327,NAA38,9.474796248370466e-19,-1.4003327
343,HP1BP3,9.67846467485285e-19,1.4906591,HP1BP3,9.67846467485285e-19,-1.4906591
344,CDKN2C,9.689905510368398e-19,1.842279,CDKN2C,9.689905510368398e-19,-1.842279
345,IMPDH2,1.0098860659120043e-18,1.5306209,IMPDH2,1.0098860659120043e-18,-1.5306209
346,RAD51,1.0267174659277355e-18,3.7737665,RAD51,1.0267174659277355e-18,-3.7737665
347,SSR3,1.0674955316015337e-18,1.6397668,SSR3,1.0674955316015337e-18,-1.6397668
348,C19ORF43,1.0904080776621524e-18,1.3376712,C19ORF43,1.0904080776621524e-18,-1.3376712
349,SET,1.0994490939380364e-18,1.359217,SET,1.0994490939380364e-18,-1.359217
350,CDKN2D,1.2996964077100827e-18,2.3014395,CDKN2D,1.2996964077100827e-18,-2.3014395
351,S100A10,1.3322189829291216e-18,1.4403,S100A10,1.3322189829291216e-18,-1.4403
352,PTBP1,1.417916857619174e-18,1.689068,PTBP1,1.417916857619174e-18,-1.689068
353,GGH,1.4212551726321695e-18,4.723254,GGH,1.4212551726321695e-18,-4.723254
354,SLBP,1.596572519711827e-18,1.5191497,SLBP,1.596572519711827e-18,-1.5191497
355,UQCC2,1.751649849176714e-18,1.6416055,UQCC2,1.751649849176714e-18,-1.6416055
356,ANP32B,2.1627263237800997e-18,1.3398592,ANP32B,2.1627263237800997e-18,-1.3398592
357,MPC1,2.1779565092574494e-18,1.8491535,MPC1,2.1779565092574494e-18,-1.8491535
358,FDPS,2.266282586204559e-18,1.4538285,FDPS,2.266282586204559e-18,-1.4538285
359,SRSF10,2.4970332517076118e-18,1.3362873,SRSF10,2.4970332517076118e-18,-1.3362873
360,NELFE,2.583005962624805e-18,1.9608045,NELFE,2.583005962624805e-18,-1.9608045
361,PDCD5,2.7605925811686152e-18,1.8598796,PDCD5,2.7605925811686152e-18,-1.8598796
362,TUBA4A,3.0658293645845994e-18,1.479172,TUBA4A,3.0658293645845994e-18,-1.479172
363,HNRNPU,3.094521841781051e-18,1.4181972,HNRNPU,3.094521841781051e-18,-1.4181972
364,POP7,3.276138441724013e-18,2.2878315,POP7,3.276138441724013e-18,-2.2878315
365,HMGXB4,3.646013258225911e-18,2.2322009,HMGXB4,3.646013258225911e-18,-2.2322009
366,DDB2,3.740398827213166e-18,2.6648097,DDB2,3.740398827213166e-18,-2.6648097
367,ZCRB1,4.200735637680579e-18,1.4823081,ZCRB1,4.200735637680579e-18,-1.4823081
368,NME1,4.43085636026697e-18,1.6493446,NME1,4.43085636026697e-18,-1.6493446
369,CMC2,4.519013681831509e-18,1.9277855,CMC2,4.519013681831509e-18,-1.9277855
370,ACAA2,5.009582052238485e-18,1.8914496,ACAA2,5.009582052238485e-18,-1.8914496
371,MRPL13,7.34921492887956e-18,1.5844538,MRPL13,7.34921492887956e-18,-1.5844538
372,PIH1D1,7.357682239525479e-18,1.6328584,PIH1D1,7.357682239525479e-18,-1.6328584
373,TAGLN2,8.226463729454587e-18,1.3437799,TAGLN2,8.226463729454587e-18,-1.3437799
374,COPS3,9.028925328774532e-18,1.5759091,COPS3,9.028925328774532e-18,-1.5759091
375,HNRNPH3,9.49671956782566e-18,1.4357617,HNRNPH3,9.49671956782566e-18,-1.4357617
376,SRSF3,9.806777935907766e-18,1.2402731,SRSF3,9.806777935907766e-18,-1.2402731
377,PHPT1,1.0397410317233903e-17,1.4253805,PHPT1,1.0397410317233903e-17,-1.4253805
378,SPC24,1.0469164025870318e-17,5.046149,SPC24,1.0469164025870318e-17,-5.046149
379,UBE2I,1.1473887271440955e-17,1.2949255,UBE2I,1.1473887271440955e-17,-1.2949255
380,NDUFB2,1.233156778722941e-17,1.3468373,NDUFB2,1.233156778722941e-17,-1.3468373
381,ARL6IP4,1.240228661467168e-17,1.2420416,ARL6IP4,1.240228661467168e-17,-1.2420416
382,NDUFB1,1.2747347182487005e-17,1.3251867,NDUFB1,1.2747347182487005e-17,-1.3251867
383,S100A4,1.2835082200705785e-17,4.8165674,S100A4,1.2835082200705785e-17,-4.8165674
384,UHRF1,1.4520172509454134e-17,3.677563,UHRF1,1.4520172509454134e-17,-3.677563
385,ANP32A,1.5008673413726217e-17,1.3727554,ANP32A,1.5008673413726217e-17,-1.3727554
386,PPIH,1.511174916783942e-17,1.728657,PPIH,1.511174916783942e-17,-1.728657
387,NCAPG,1.6820839573986935e-17,4.432293,NCAPG,1.6820839573986935e-17,-4.432293
388,ELAVL1,1.7052312817081403e-17,1.5615066,ELAVL1,1.7052312817081403e-17,-1.5615066
389,NTAN1,1.8299260167883187e-17,2.5474222,NTAN1,1.8299260167883187e-17,-2.5474222
390,P4HB,2.0156138949861025e-17,1.5720686,P4HB,2.0156138949861025e-17,-1.5720686
391,COPS9,2.0179055362689645e-17,1.3819015,COPS9,2.0179055362689645e-17,-1.3819015
392,FAM107B,2.0595974391244062e-17,1.4380603,FAM107B,2.0595974391244062e-17,-1.4380603
393,LRR1,2.177446666074245e-17,2.573826,LRR1,2.177446666074245e-17,-2.573826
394,HINT1,2.3951450533113014e-17,1.2017647,HINT1,2.3951450533113014e-17,-1.2017647
395,TCF19,2.6946134927799877e-17,4.503538,TCF19,2.6946134927799877e-17,-4.503538
396,POLR2K,2.8257661977659934e-17,1.3904443,POLR2K,2.8257661977659934e-17,-1.3904443
397,FTH1,2.880624578621862e-17,0.8930853,FTH1,2.880624578621862e-17,-0.8930853
398,GTF2A2,3.3325861651015676e-17,1.349856,GTF2A2,3.3325861651015676e-17,-1.349856
399,TPRKB,3.667915073557651e-17,1.4691155,TPRKB,3.667915073557651e-17,-1.4691155
400,LUC7L2,4.063838880622017e-17,1.7204186,LUC7L2,4.063838880622017e-17,-1.7204186
401,BAX,4.222342040272385e-17,1.3184841,BAX,4.222342040272385e-17,-1.3184841
402,IMMP1L,4.45654100525591e-17,1.8683661,IMMP1L,4.45654100525591e-17,-1.8683661
403,ARPP19,4.4615539699117185e-17,1.6182828,ARPP19,4.4615539699117185e-17,-1.6182828
404,TMEM50A,4.6093743126476105e-17,1.3803469,TMEM50A,4.6093743126476105e-17,-1.3803469
405,MARCKSL1,4.903113874830431e-17,-1.1779042,MARCKSL1,4.903113874830431e-17,1.1779042
406,NDUFA2,5.003199271511545e-17,1.3910323,NDUFA2,5.003199271511545e-17,-1.3910323
407,SUB1,5.099573478250079e-17,1.8727626,SUB1,5.099573478250079e-17,-1.8727626
408,COX5B,5.315703429356208e-17,1.2637019,COX5B,5.315703429356208e-17,-1.2637019
409,UGP2,5.436266641521361e-17,1.4222826,UGP2,5.436266641521361e-17,-1.4222826
410,ANXA2,5.5037218931175125e-17,2.029327,ANXA2,5.5037218931175125e-17,-2.029327
411,FBXO5,5.54086293601947e-17,4.208369,FBXO5,5.54086293601947e-17,-4.208369
412,HLA-DRB1,6.401950241361786e-17,-0.9845799,HLA-DRB1,6.401950241361786e-17,0.9845799
413,BOLA3,6.55410186835797e-17,2.1020668,BOLA3,6.55410186835797e-17,-2.1020668
414,SF3B2,6.590850880997929e-17,1.299286,SF3B2,6.590850880997929e-17,-1.299286
415,PSMA5,6.627803096840148e-17,1.3733257,PSMA5,6.627803096840148e-17,-1.3733257
416,NDUFB6,6.993103752166824e-17,1.4539939,NDUFB6,6.993103752166824e-17,-1.4539939
417,PRKDC,7.024426825615454e-17,1.5892955,PRKDC,7.024426825615454e-17,-1.5892955
418,BAZ1B,7.620995650231248e-17,1.7250164,BAZ1B,7.620995650231248e-17,-1.7250164
419,MRPL11,7.915642704152887e-17,1.6565206,MRPL11,7.915642704152887e-17,-1.6565206
420,S100A6,8.819407841730892e-17,3.4216008,S100A6,8.819407841730892e-17,-3.4216008
421,ATP5H,8.967966233247998e-17,1.3511856,ATP5H,8.967966233247998e-17,-1.3511856
422,UBB,9.028078134299406e-17,1.0978673,UBB,9.028078134299406e-17,-1.0978673
423,CKLF,9.418120641964866e-17,2.1412427,CKLF,9.418120641964866e-17,-2.1412427
424,TEX30,1.0056875588313321e-16,4.0781903,TEX30,1.0056875588313321e-16,-4.0781903
425,SHCBP1,1.0068062075244455e-16,2.4176447,SHCBP1,1.0068062075244455e-16,-2.4176447
426,BTG1,1.0248723593858499e-16,-0.57899356,BTG1,1.0248723593858499e-16,0.57899356
427,SRA1,1.026012047855908e-16,2.0727139,SRA1,1.026012047855908e-16,-2.0727139
428,RAD51C,1.0305833123116921e-16,1.8608629,RAD51C,1.0305833123116921e-16,-1.8608629
429,NCAPD2,1.1288468031149664e-16,2.7375221,NCAPD2,1.1288468031149664e-16,-2.7375221
430,IRF8,1.1813868430927716e-16,-1.2414138,IRF8,1.1813868430927716e-16,1.2414138
431,TROAP,1.225420346491724e-16,4.037626,TROAP,1.225420346491724e-16,-4.037626
432,BOLA2B,1.2515029819895997e-16,1.3894994,BOLA2B,1.2515029819895997e-16,-1.3894994
433,NCAPH,1.2612497223000137e-16,28.625406,NCAPH,1.2612497223000137e-16,-28.625406
434,TCTEX1D2,1.31257035801822e-16,2.1601624,TCTEX1D2,1.31257035801822e-16,-2.1601624
435,SPCS3,1.3198591637120547e-16,1.8126905,SPCS3,1.3198591637120547e-16,-1.8126905
436,ARF6,1.437278788960735e-16,1.3185492,ARF6,1.437278788960735e-16,-1.3185492
437,HNRNPDL,1.535861163638718e-16,1.2440958,HNRNPDL,1.535861163638718e-16,-1.2440958
438,FXYD5,1.599945939110491e-16,1.6783677,FXYD5,1.599945939110491e-16,-1.6783677
439,PSMG2,1.7418818740972528e-16,1.3571843,PSMG2,1.7418818740972528e-16,-1.3571843
440,LY6E,1.7650924181784204e-16,4.0232625,LY6E,1.7650924181784204e-16,-4.0232625
441,WHSC1,2.303939746745316e-16,2.2820072,WHSC1,2.303939746745316e-16,-2.2820072
442,SRP9,2.314088166395464e-16,1.2931036,SRP9,2.314088166395464e-16,-1.2931036
443,IQGAP1,2.45278803200286e-16,1.5697266,IQGAP1,2.45278803200286e-16,-1.5697266
444,POLR2I,2.4880413817645716e-16,1.5155678,POLR2I,2.4880413817645716e-16,-1.5155678
445,EIF2S2,2.822457512619613e-16,1.2763952,EIF2S2,2.822457512619613e-16,-1.2763952
446,HAT1,2.9231436107912895e-16,1.9006776,HAT1,2.9231436107912895e-16,-1.9006776
447,PSMD14,2.9715509434134204e-16,1.3967834,PSMD14,2.9715509434134204e-16,-1.3967834
448,SERBP1,3.007550994277323e-16,1.3183107,SERBP1,3.007550994277323e-16,-1.3183107
449,POMP,3.070748138258241e-16,1.2075546,POMP,3.070748138258241e-16,-1.2075546
450,PPDPF,3.282622044544042e-16,1.2661635,PPDPF,3.282622044544042e-16,-1.2661635
451,TMEM160,3.455637956701006e-16,1.3821684,TMEM160,3.455637956701006e-16,-1.3821684
452,MRPS18C,3.649567186578582e-16,1.3302785,MRPS18C,3.649567186578582e-16,-1.3302785
453,HLA-DPB1,3.7138608109035735e-16,-0.8307122,HLA-DPB1,3.7138608109035735e-16,0.8307122
454,MAGOH,4.164375818081581e-16,1.2735889,MAGOH,4.164375818081581e-16,-1.2735889
455,MEF2C,4.464961248003049e-16,-1.1126461,MEF2C,4.464961248003049e-16,1.1126461
456,RALBP1,4.598092928217962e-16,1.4547873,RALBP1,4.598092928217962e-16,-1.4547873
457,MCM6,4.658511063706049e-16,2.2284992,MCM6,4.658511063706049e-16,-2.2284992
458,COX6A1,4.68901283785588e-16,1.1400034,COX6A1,4.68901283785588e-16,-1.1400034
459,RBMX,4.694115565739459e-16,1.2499926,RBMX,4.694115565739459e-16,-1.2499926
460,FKBP3,5.24438841198128e-16,1.3353547,FKBP3,5.24438841198128e-16,-1.3353547
461,PSMD8,5.3536962241687e-16,1.2813977,PSMD8,5.3536962241687e-16,-1.2813977
462,MIF,5.794948894067858e-16,1.3470645,MIF,5.794948894067858e-16,-1.3470645
463,BZW1,5.864474526309601e-16,1.356035,BZW1,5.864474526309601e-16,-1.356035
464,NCAPH2,6.137578333331428e-16,2.9810593,NCAPH2,6.137578333331428e-16,-2.9810593
465,PSMD7,6.184298241783684e-16,1.4083182,PSMD7,6.184298241783684e-16,-1.4083182
466,S100A11,7.274027434588668e-16,2.5647342,S100A11,7.274027434588668e-16,-2.5647342
467,LRRFIP1,7.368964128824573e-16,1.2901062,LRRFIP1,7.368964128824573e-16,-1.2901062
468,HAUS1,7.449009784988913e-16,1.4787104,HAUS1,7.449009784988913e-16,-1.4787104
469,PARK7,9.055170261883388e-16,1.2239814,PARK7,9.055170261883388e-16,-1.2239814
470,KNL1,9.342440338073968e-16,2.590414,KNL1,9.342440338073968e-16,-2.590414
471,CCT5,9.514994850319056e-16,1.3685288,CCT5,9.514994850319056e-16,-1.3685288
472,SOD1,1.0062534648128048e-15,1.2344208,SOD1,1.0062534648128048e-15,-1.2344208
473,RHNO1,1.0538660506398794e-15,2.5457215,RHNO1,1.0538660506398794e-15,-2.5457215
474,TSTD1,1.075604735721052e-15,1.2926909,TSTD1,1.075604735721052e-15,-1.2926909
475,CDK2AP2,1.1300814111463525e-15,1.3317769,CDK2AP2,1.1300814111463525e-15,-1.3317769
476,NUDC,1.178390388381732e-15,1.3222394,NUDC,1.178390388381732e-15,-1.3222394
477,BSG,1.2169302037662087e-15,1.3825065,BSG,1.2169302037662087e-15,-1.3825065
478,CD99,1.234013921662422e-15,1.3361669,CD99,1.234013921662422e-15,-1.3361669
479,GNG5,1.2866951431935275e-15,1.2716553,GNG5,1.2866951431935275e-15,-1.2716553
480,RAB27A,1.3103463134673752e-15,2.658634,RAB27A,1.3103463134673752e-15,-2.658634
481,RAD23A,1.3159732318609664e-15,1.3216895,RAD23A,1.3159732318609664e-15,-1.3216895
482,FBL,1.5043262785987732e-15,1.3328263,FBL,1.5043262785987732e-15,-1.3328263
483,SNRPD3,1.6973038685573204e-15,1.2443645,SNRPD3,1.6973038685573204e-15,-1.2443645
484,MAGOHB,1.7413267469509118e-15,2.387907,MAGOHB,1.7413267469509118e-15,-2.387907
485,RACGAP1,1.7807679574730126e-15,3.8024132,RACGAP1,1.7807679574730126e-15,-3.8024132
486,BUB1,2.082594232893529e-15,5.1035624,BUB1,2.082594232893529e-15,-5.1035624
487,METTL26,2.2174343973213595e-15,1.5440121,METTL26,2.2174343973213595e-15,-1.5440121
488,SLC25A39,2.2965653754043415e-15,1.526757,SLC25A39,2.2965653754043415e-15,-1.526757
489,NDUFB7,2.333447106185879e-15,1.2433228,NDUFB7,2.333447106185879e-15,-1.2433228
490,MAZ,2.4684945790349367e-15,2.2985158,MAZ,2.4684945790349367e-15,-2.2985158
491,MRPL27,2.532152383029232e-15,1.3964882,MRPL27,2.532152383029232e-15,-1.3964882
492,SELK,2.6001815078473537e-15,1.2833233,SELK,2.6001815078473537e-15,-1.2833233
493,NOP56,2.8452197473970605e-15,1.4314554,NOP56,2.8452197473970605e-15,-1.4314554
494,PPIG,2.955729710288068e-15,1.2596185,PPIG,2.955729710288068e-15,-1.2596185
495,POLD2,2.9808556015332637e-15,2.0589921,POLD2,2.9808556015332637e-15,-2.0589921
496,USMG5,3.0030131967261737e-15,1.2379061,USMG5,3.0030131967261737e-15,-1.2379061
497,CCT7,3.4307430854759202e-15,1.3253068,CCT7,3.4307430854759202e-15,-1.3253068
498,HLA-DQB1,3.574902992825669e-15,-1.4050767,HLA-DQB1,3.574902992825669e-15,1.4050767
499,CHCHD1,3.651128134829889e-15,1.3614869,CHCHD1,3.651128134829889e-15,-1.3614869
500,NDUFS3,3.654981111880712e-15,1.3461269,NDUFS3,3.654981111880712e-15,-1.3461269
501,PSMB3,3.993335096387439e-15,1.1168758,PSMB3,3.993335096387439e-15,-1.1168758
502,SRGN,4.521274269589057e-15,1.5574806,SRGN,4.521274269589057e-15,-1.5574806
503,MCRIP1,4.593125381678468e-15,1.3768303,MCRIP1,4.593125381678468e-15,-1.3768303
504,ADRM1,4.9176904625929925e-15,1.3790053,ADRM1,4.9176904625929925e-15,-1.3790053
505,ARPC5,4.9904974965486284e-15,1.1739849,ARPC5,4.9904974965486284e-15,-1.1739849
506,MCUB,5.0378612751014625e-15,1.2605053,MCUB,5.0378612751014625e-15,-1.2605053
507,MELK,5.048446502192733e-15,28.472382,MELK,5.048446502192733e-15,-28.472382
508,SEC62,5.281398738998405e-15,-0.77905136,SEC62,5.281398738998405e-15,0.77905136
509,GMFG,5.433045754046532e-15,1.2411555,GMFG,5.433045754046532e-15,-1.2411555
510,NDUFB10,5.6775006099663736e-15,1.230402,NDUFB10,5.6775006099663736e-15,-1.230402
511,WDR76,5.701339043957072e-15,2.0949204,WDR76,5.701339043957072e-15,-2.0949204
512,ARF1,6.573171561828676e-15,1.2376157,ARF1,6.573171561828676e-15,-1.2376157
513,SNRNP70,6.607608888756355e-15,1.2807231,SNRNP70,6.607608888756355e-15,-1.2807231
514,PSMB2,6.860854779455036e-15,1.2655456,PSMB2,6.860854779455036e-15,-1.2655456
515,HNRNPH1,6.889576203728476e-15,1.1753018,HNRNPH1,6.889576203728476e-15,-1.1753018
516,SLC25A11,7.273899726494935e-15,1.5474927,SLC25A11,7.273899726494935e-15,-1.5474927
517,MRPL41,7.388631166571485e-15,1.2975465,MRPL41,7.388631166571485e-15,-1.2975465
518,CTSC,7.599653312865611e-15,2.7336123,CTSC,7.599653312865611e-15,-2.7336123
519,PDAP1,7.88204896473293e-15,1.3125799,PDAP1,7.88204896473293e-15,-1.3125799
520,ESCO2,8.399114081842627e-15,7.2521887,ESCO2,8.399114081842627e-15,-7.2521887
521,SLIRP,9.300521818544867e-15,1.2507795,SLIRP,9.300521818544867e-15,-1.2507795
522,TCEB2,9.38792673149506e-15,1.134292,TCEB2,9.38792673149506e-15,-1.134292
523,NOP10,9.407459549441628e-15,1.2240274,NOP10,9.407459549441628e-15,-1.2240274
524,PSMA4,9.755830040677334e-15,1.2313716,PSMA4,9.755830040677334e-15,-1.2313716
525,GNAI2,1.0095906892755533e-14,1.2701719,GNAI2,1.0095906892755533e-14,-1.2701719
526,CHEK1,1.0201244620394833e-14,3.168379,CHEK1,1.0201244620394833e-14,-3.168379
527,CD2,1.1152948348781247e-14,29.838081,CD2,1.1152948348781247e-14,-29.838081
528,SNRPC,1.1269129275751701e-14,1.2710489,SNRPC,1.1269129275751701e-14,-1.2710489
529,MRPS16,1.1745880779458986e-14,1.361401,MRPS16,1.1745880779458986e-14,-1.361401
530,EMC9,1.189273745288688e-14,3.2033012,EMC9,1.189273745288688e-14,-3.2033012
531,SNRPA1,1.2028942382315207e-14,1.3070431,SNRPA1,1.2028942382315207e-14,-1.3070431
532,RTN3,1.2179280439901067e-14,2.0752113,RTN3,1.2179280439901067e-14,-2.0752113
533,BRCA1,1.2446833319519774e-14,2.5014412,BRCA1,1.2446833319519774e-14,-2.5014412
534,MRPL34,1.3604179146858313e-14,1.5972372,MRPL34,1.3604179146858313e-14,-1.5972372
535,MRPS6,1.3745441801992925e-14,1.2135212,MRPS6,1.3745441801992925e-14,-1.2135212
536,TRBC2,1.3773867032310027e-14,2.9594247,TRBC2,1.3773867032310027e-14,-2.9594247
537,CBX1,1.4867251689462958e-14,1.5626032,CBX1,1.4867251689462958e-14,-1.5626032
538,POC1A,1.513025226858467e-14,5.0257034,POC1A,1.513025226858467e-14,-5.0257034
539,EMC6,1.591419251391311e-14,1.2660177,EMC6,1.591419251391311e-14,-1.2660177
540,CD3E,1.65154816024724e-14,29.477808,CD3E,1.65154816024724e-14,-29.477808
541,NFATC2IP,1.6807139184538866e-14,1.5679202,NFATC2IP,1.6807139184538866e-14,-1.5679202
542,ACTB,1.6998552807079833e-14,0.6824644,ACTB,1.6998552807079833e-14,-0.6824644
543,DYNLT1,1.6998552807079833e-14,1.8291322,DYNLT1,1.6998552807079833e-14,-1.8291322
544,DDT,1.889818038299672e-14,1.2081053,DDT,1.889818038299672e-14,-1.2081053
545,LRRC59,1.8937060543489925e-14,1.973494,LRRC59,1.8937060543489925e-14,-1.973494
546,BUD31,1.8976019391786092e-14,1.2323737,BUD31,1.8976019391786092e-14,-1.2323737
547,CHAF1A,1.9409805105429717e-14,2.2181153,CHAF1A,1.9409805105429717e-14,-2.2181153
548,GMPS,1.9469708474314758e-14,2.0764341,GMPS,1.9469708474314758e-14,-2.0764341
549,ZBTB8OS,2.1071018834709714e-14,1.2684687,ZBTB8OS,2.1071018834709714e-14,-1.2684687
550,PMF1,2.30364949927091e-14,1.2898858,PMF1,2.30364949927091e-14,-1.2898858
551,ISCU,2.4296233866598914e-14,1.1935539,ISCU,2.4296233866598914e-14,-1.1935539
